x0,y1,x2,y3,x4,y5,x6,y7,x8,y9,x10,y11,x12,y13,x14,y15,x16,y17,x18,y19,x20,y21,x22,y23,x24,y25,x26,y27,x28,y29,x30,y31,x32,y33,x34,y35,x36,y37,x38,y39,x40,y41,label
0.5947402715682983,1.0279109477996826,0.49651288986206055,1.0473048686981201,0.39470744132995605,0.9897149801254272,0.3811901807785034,0.8996991515159607,0.39115267992019653,0.7873196005821228,0.4035990238189697,0.6666625738143921,0.3494603633880615,0.4170689582824707,0.3023013472557068,0.24852198362350464,0.26999980211257935,0.11636295914649963,0.5199560523033142,0.6253211498260498,0.459256112575531,0.38438868522644043,0.39719563722610474,0.19319188594818115,0.3538474440574646,0.058657944202423096,0.6431698799133301,0.6745274066925049,0.5683472156524658,0.6796254515647888,0.5021270513534546,0.8845335245132446,0.4656129479408264,1.0354423522949219,0.7622472047805786,0.7670145034790039,0.6901596784591675,0.8482615947723389,0.6433749198913574,1.0088855028152466,0.6141934990882874,1.122915267944336,two_fingers
0.5862804055213928,1.1021548509597778,0.49573463201522827,1.1126364469528198,0.38296759128570557,1.0355658531188965,0.36356890201568604,0.9371726512908936,0.38940227031707764,0.818954586982727,0.393608957529068,0.6950299143791199,0.33475440740585327,0.4321290850639343,0.29677826166152954,0.2572634220123291,0.2702554166316986,0.10203319787979126,0.5182046294212341,0.6479859352111816,0.47103264927864075,0.3564418852329254,0.4276735484600067,0.16044536232948303,0.3941740393638611,-0.008666396141052246,0.649918258190155,0.6957793235778809,0.587007999420166,0.6722362637519836,0.546929121017456,0.8836057186126709,0.5338709950447083,1.0390349626541138,0.7627780437469482,0.802158534526825,0.7011707425117493,0.8958832025527954,0.6681013107299805,1.0428483486175537,0.6565496325492859,1.1454753875732422,two_fingers
0.6181142330169678,1.1555745601654053,0.503387451171875,1.1390098333358765,0.3863009214401245,1.0478931665420532,0.3666735887527466,0.9583265781402588,0.40833455324172974,0.8720353841781616,0.39556485414505005,0.7021480202674866,0.3318047523498535,0.4438970685005188,0.291464626789093,0.27225714921951294,0.2652793824672699,0.12126904726028442,0.5198805928230286,0.6598643064498901,0.46481797099113464,0.3553021252155304,0.427039235830307,0.14050137996673584,0.40433287620544434,-0.05418795347213745,0.6523467898368835,0.7059515118598938,0.5850414633750916,0.6641550064086914,0.5558655858039856,0.8869959712028503,0.5521605014801025,1.04684317111969,0.7727261185646057,0.8054764270782471,0.7107166647911072,0.8790123462677002,0.6794480085372925,1.0328601598739624,0.6755982637405396,1.1375608444213867,two_fingers
0.6178716421127319,1.208451271057129,0.5002233982086182,1.1930813789367676,0.37979549169540405,1.1058275699615479,0.3604552745819092,1.020910382270813,0.39993876218795776,0.9232345819473267,0.3788546919822693,0.7260403037071228,0.31801581382751465,0.46452152729034424,0.2786654829978943,0.2910551428794861,0.2531273663043976,0.1381312608718872,0.5135049819946289,0.678045928478241,0.47282350063323975,0.37250640988349915,0.439680278301239,0.15314894914627075,0.4199468195438385,-0.04544389247894287,0.654270589351654,0.7247594594955444,0.593341588973999,0.6987987160682678,0.5633570551872253,0.9185425639152527,0.5603234171867371,1.0788686275482178,0.7839630842208862,0.8280611038208008,0.7242447137832642,0.9173208475112915,0.690736711025238,1.0580558776855469,0.6861438751220703,1.154328465461731,two_fingers
0.585625171661377,1.256629467010498,0.46956968307495117,1.2300996780395508,0.3614942729473114,1.1317476034164429,0.3484650254249573,1.0362643003463745,0.37727227807044983,0.9395630955696106,0.36304971575737,0.7350320816040039,0.2985493540763855,0.4824063181877136,0.25705382227897644,0.31105032563209534,0.22906193137168884,0.15941768884658813,0.49641233682632446,0.6913975477218628,0.4695667028427124,0.37278303503990173,0.4407217800617218,0.1415286660194397,0.42420122027397156,-0.06547027826309204,0.6343677043914795,0.7412645220756531,0.585927426815033,0.6922463774681091,0.5451180338859558,0.9053933024406433,0.532585859298706,1.0692923069000244,0.7616947889328003,0.8475857973098755,0.7217562794685364,0.8979589343070984,0.6824839115142822,1.0281184911727905,0.6689776182174683,1.1275702714920044,two_fingers
0.6066781282424927,1.282233476638794,0.4816143214702606,1.2434277534484863,0.3657371401786804,1.1334655284881592,0.3434763252735138,1.0295872688293457,0.36556515097618103,0.9252583980560303,0.36309123039245605,0.7408396005630493,0.2914147973060608,0.48450323939323425,0.24537965655326843,0.31985336542129517,0.2138110101222992,0.17222952842712402,0.4913652539253235,0.6923274993896484,0.45394328236579895,0.384408175945282,0.4207812249660492,0.17277467250823975,0.40177032351493835,-0.01858222484588623,0.6266863346099854,0.7363927960395813,0.5582648515701294,0.6958281993865967,0.5133101940155029,0.9265055656433105,0.5055156350135803,1.0964820384979248,0.750224769115448,0.8433974981307983,0.6850343942642212,0.934358537197113,0.6426638960838318,1.0801522731781006,0.6410440802574158,1.1761451959609985,two_fingers
0.5579459071159363,1.3316318988800049,0.4205673336982727,1.2707617282867432,0.3012021481990814,1.1090977191925049,0.3039030432701111,0.9789228439331055,0.36030521988868713,0.8720267415046692,0.3398957848548889,0.7373520731925964,0.2789558172225952,0.49699944257736206,0.23499423265457153,0.3386067748069763,0.20169579982757568,0.19999873638153076,0.4679509997367859,0.6864452958106995,0.4339678883552551,0.39020755887031555,0.40155357122421265,0.18320775032043457,0.37917250394821167,0.00598299503326416,0.6007013320922852,0.7217854261398315,0.532929539680481,0.6789922118186951,0.48962390422821045,0.8987394571304321,0.479695588350296,1.0679640769958496,0.7237953543663025,0.8194771409034729,0.6576378345489502,0.9182560443878174,0.6081437468528748,1.0834319591522217,0.5945693254470825,1.1992006301879883,two_fingers
0.5781175494194031,1.3283803462982178,0.434979110956192,1.2682886123657227,0.3016839325428009,1.1141024827957153,0.2886980175971985,0.9829375743865967,0.3466981053352356,0.865402340888977,0.329436719417572,0.7315179705619812,0.2611730098724365,0.5034322738647461,0.21871888637542725,0.35394781827926636,0.1866227090358734,0.21994340419769287,0.4553771913051605,0.680313229560852,0.41501811146736145,0.37128767371177673,0.3815443217754364,0.17462605237960815,0.3600042462348938,-0.003200352191925049,0.5874007940292358,0.7152764201164246,0.502457320690155,0.6565625071525574,0.45779669284820557,0.8917455077171326,0.45219454169273376,1.0624767541885376,0.7106907367706299,0.8099541664123535,0.638448178768158,0.8752862811088562,0.5972474813461304,1.0309377908706665,0.595198929309845,1.132426381111145,two_fingers
0.5664883255958557,1.3441119194030762,0.4270864427089691,1.2656848430633545,0.3099771738052368,1.1027770042419434,0.3065858483314514,0.9805999398231506,0.3455949127674103,0.8868951201438904,0.3210974335670471,0.73677659034729,0.24786414206027985,0.505251407623291,0.20217135548591614,0.35624244809150696,0.1647760272026062,0.22670626640319824,0.44556093215942383,0.6863647103309631,0.4105146825313568,0.38690558075904846,0.3790140151977539,0.19287073612213135,0.357208251953125,0.026851415634155273,0.5731606483459473,0.7230287790298462,0.5254485011100769,0.6467253565788269,0.48512670397758484,0.8555871248245239,0.47150516510009766,1.0138726234436035,0.6955350637435913,0.8173872828483582,0.6681579351425171,0.8419628739356995,0.6328177452087402,0.9780638217926025,0.6244409084320068,1.075091004371643,two_fingers
0.566802978515625,1.334190845489502,0.42312848567962646,1.2810759544372559,0.3091534376144409,1.1639039516448975,0.30495554208755493,1.0732324123382568,0.30967986583709717,0.978506863117218,0.3103143870830536,0.7510632276535034,0.2335156798362732,0.5130738615989685,0.18380025029182434,0.363260954618454,0.14330697059631348,0.23506975173950195,0.44283542037010193,0.6888380646705627,0.4062434732913971,0.3990793228149414,0.3858867883682251,0.20188045501708984,0.37459224462509155,0.04194408655166626,0.5724024176597595,0.7224283218383789,0.5430306196212769,0.7239570021629333,0.5175437927246094,0.9025648832321167,0.5056003332138062,1.0352749824523926,0.6920828819274902,0.8211965560913086,0.6736395359039307,0.9086939096450806,0.6405059099197388,1.0373120307922363,0.6282995939254761,1.1306618452072144,two_fingers
